entry_time,exit_time,direction,entry_price,exit_price,quantity,lots,initial_stop,final_stop,gross_pnl,costs,net_pnl,return_pct,r_multiple,exit_reason,bars_held,mae,mfe,side,cum_pnl,equity_after
2026-06-01 10:00:00+05:30,2026-06-01 15:15:00+05:30,-1,54064.28133105469,53672.31316210938,35,1.0,54382.861652925436,54064.28133105469,13718.885913085978,544.6468292828479,13174.23908380313,0.01317423908380313,1.1815131228303584,square_off,21,-167.8671064453083,592.2813310546917,SHORT,13174.23908380313,1013174.2390838031
2026-06-03 11:15:00+05:30,2026-06-03 12:30:00+05:30,-1,53078.527831054686,53383.726453682226,35,1.0,53370.38385771779,53370.38385771779,-10681.951791963911,536.5814105008217,-11218.533202464732,-0.011072659341012725,-1.0982453360143098,stop,5,-644.5737314453145,50.17626855468552,SHORT,1955.7058813383974,1001955.7058813385
2026-06-03 15:00:00+05:30,2026-06-03 15:15:00+05:30,1,54218.15271289063,54233.48901855469,35,1.0,53903.09102707769,53903.09102707769,536.7706982420714,546.7537963331154,-9.983098091043985,-9.96361219607275e-06,-0.0009053191386755104,square_off,1,-168.90271289063094,77.49572460936906,LONG,1945.7227832473534,1001945.7227832474
2026-06-04 11:00:00+05:30,2026-06-04 13:00:00+05:30,1,54371.73797460938,54033.851250737665,35,1.0,54047.36309151054,54047.36309151054,-11826.035335509987,545.4290356180153,-12371.464371128002,-0.01234743967643479,-1.0896972269457461,stop,8,-339.5895371093793,16.012025390620693,LONG,-10425.74158788065,989574.2584121194
2026-06-09 12:45:00+05:30,2026-06-09 15:15:00+05:30,1,54962.58877539063,55235.33615039063,35,1.0,54718.5932169254,54962.58877539063,9546.158124999965,555.607654875164,8990.550470124801,0.009085271159489462,1.052776829999561,square_off,10,-61.23721289062814,353.26278710937186,LONG,-1435.1911177558486,998564.8088822442
2026-06-10 11:00:00+05:30,2026-06-10 14:30:00+05:30,1,55479.96808789063,55231.208187198376,35,1.0,55245.01944205889,55245.01944205889,-8706.59652422888,556.3288348888616,-9262.925359117742,-0.009276238534268308,-1.126437691622367,stop,14,-296.36652539062925,74.68034960937075,LONG,-10698.11647687359,989301.8835231264
2026-06-12 13:30:00+05:30,2026-06-12 15:15:00+05:30,1,56097.520875,56791.298625,35,1.0,55865.5398601319,56097.520875,24282.22125000004,569.327595877405,23712.893654122632,0.023969320233855906,2.9205460957478335,square_off,7,-16.72009375000198,767.979124999998,LONG,13014.777177249041,1013014.7771772491
2026-06-17 10:30:00+05:30,2026-06-17 13:00:00+05:30,1,57472.614562500006,57458.246408859384,35,1.0,57267.74862673086,57472.614562500006,-502.8853774217714,576.5021504693094,-1079.387527891081,-0.001065520022223939,-0.15053573224971425,stop,10,-25.716125000006286,172.4362187499937,LONG,11935.38964935796,1011935.389649358
2026-06-18 10:00:00+05:30,2026-06-18 10:30:00+05:30,1,57847.05971289063,57645.66058264065,35,1.0,57660.07560154104,57660.07560154104,-7048.9695587492315,578.5008089496677,-7627.470367698899,-0.007537507281311574,-1.1654879295276086,stop,2,-187.75893164063018,33.94028710936982,LONG,4307.91928165906,1004307.9192816591
2026-06-18 12:45:00+05:30,2026-06-18 15:15:00+05:30,1,57919.82790039063,57972.7531875,35,1.0,57753.71583696937,57753.71583696937,1852.385048827964,581.1436057031904,1271.2414431247737,0.0012657885283171336,0.21865470418707345,square_off,10,-127.6286816406282,99.4220996093718,LONG,5579.160724783834,1005579.1607247838
