entry_time,exit_time,direction,entry_price,exit_price,quantity,lots,initial_stop,final_stop,gross_pnl,costs,net_pnl,return_pct,r_multiple,exit_reason,bars_held,mae,mfe,side,cum_pnl,equity_after
2026-05-26 09:40:00+05:30,2026-05-26 09:50:00+05:30,1,55528.07776855469,55388.17417892774,70,2.0,55402.02468509901,55402.02468509901,-9793.251273886926,1068.0325354997406,-10861.283809386667,-0.010861283809386666,-1.2309194906088972,stop,2,-159.87854980469274,7.273793945307261,LONG,-10861.283809386667,989138.7161906133
2026-05-26 12:50:00+05:30,2026-05-26 13:10:00+05:30,-1,55108.918543945314,55122.695773581305,70,2.0,55213.55161862603,55108.918543945314,-964.4060745193565,1062.5205372683351,-2026.9266117876916,-0.002049183373990074,-0.27673940140312997,stop,4,-27.183018554685987,90.11776269531401,SHORT,-12888.210421174359,987111.7895788256
2026-05-26 14:05:00+05:30,2026-05-26 14:25:00+05:30,-1,54996.59897460938,55116.048949536664,70,2.0,55102.273381191364,55102.273381191364,-8361.498244910108,1060.7589305230633,-9422.257175433171,-0.009545278736315567,-1.2737585030139462,stop,4,-130.65102539062354,16.848974609376455,SHORT,-22310.46759660753,977689.5324033925
2026-05-29 13:05:00+05:30,2026-05-29 15:15:00+05:30,-1,54705.37101855469,54282.56725000001,70,2.0,54819.46919468789,54705.37101855469,29596.26379882764,1053.8147761377477,28542.449022689892,0.02919377581196537,3.5736703738077127,square_off,26,-13.679762695312093,546.6717998046879,SHORT,6231.981426082362,1006231.9814260823
2026-06-01 10:00:00+05:30,2026-06-01 10:50:00+05:30,-1,54064.28133105469,54077.79740138746,35,1.0,54299.6948847836,54064.28133105469,-473.0624616469868,545.2371291835466,-1018.2995908305334,-0.0010119928700609855,-0.1235879309533419,stop,10,-41.07023144530831,222.1328935546917,SHORT,5213.681835251829,1005213.6818352519
2026-06-01 12:40:00+05:30,2026-06-01 15:10:00+05:30,-1,53841.43471289062,53763.73835644532,70,2.0,53974.65091713354,53841.43471289062,5438.7449511712475,1038.903147187639,4399.841803983609,0.0043770214069815214,0.4718261060751739,supertrend_flip,30,-86.4168496093771,369.4347128906229,SHORT,9613.523639235438,1009613.5236392354
2026-06-03 09:35:00+05:30,2026-06-03 12:30:00+05:30,-1,53142.4610625,53311.37529394532,35,1.0,53345.41698618521,53345.41698618521,-5911.998100586206,536.9719351230996,-6448.970035709306,-0.006387563047356439,-0.9078635567214769,supertrend_flip,35,-174.83971875000134,114.10949999999866,SHORT,3164.553603526132,1003164.5536035261
2026-06-03 13:25:00+05:30,2026-06-03 15:15:00+05:30,1,53797.946125,54174.85133789063,35,1.0,53620.323722348534,53797.946125,13191.68245117191,545.6872822472126,12645.995168924697,0.012606102481889217,2.034169914887006,square_off,22,-108.04768750000221,497.7023124999978,LONG,15810.54877245083,1015810.5487724509
2026-06-05 09:55:00+05:30,2026-06-05 10:35:00+05:30,1,54589.843268554694,54420.874686641386,35,1.0,54434.483307468254,54434.483307468254,-5913.90036696579,548.7482236178356,-6462.648590583626,-0.006362060916175137,-1.1885115141433917,stop,8,-264.3432685546941,141.35595019530592,LONG,9347.900181867204,1009347.9001818672
2026-06-05 11:10:00+05:30,2026-06-05 11:35:00+05:30,1,54768.888018554695,54513.09646724078,35,1.0,54526.7281492781,54526.7281492781,-8952.70429598706,549.7241279381931,-9502.428423925252,-0.009414423334326131,-1.121151724190866,stop,5,-271.688799804695,32.51041894530499,LONG,-154.5282420580479,999845.471757942
2026-06-08 11:20:00+05:30,2026-06-08 12:10:00+05:30,-1,54067.378212890624,54242.04754153478,35,1.0,54228.49041893004,54228.49041893004,-6113.426502545553,545.5002616602459,-6658.926764205799,-0.006659955915485604,-1.1808853908891952,stop,10,-190.07100585937587,49.27665039062413,SHORT,-6813.455006263847,993186.5449937362
2026-06-09 09:35:00+05:30,2026-06-09 11:20:00+05:30,1,54740.28321289063,54538.38608848073,35,1.0,54552.024094504355,54552.024094504355,-7066.39935434654,549.8786263396721,-7616.277980686213,-0.007668527145355406,-1.1558958958833887,stop,21,-230.23243164063024,36.61522460936976,LONG,-14429.73298695006,985570.2670130499
2026-06-09 12:05:00+05:30,2026-06-09 15:15:00+05:30,1,54843.30896289063,55148.90854394531,35,1.0,54696.933973591855,54843.30896289063,10695.985336913836,554.7636941511322,10141.221642762705,0.01028969925553611,1.9794993064135626,square_off,38,-49.95740039063094,472.54259960936906,LONG,-4288.511344187356,995711.4886558127
2026-06-10 10:55:00+05:30,2026-06-10 12:00:00+05:30,1,55431.25278710938,55417.394973912604,70,2.0,55306.38842414941,55431.25278710938,-970.0469237741345,1068.2038825193351,-2038.2508062934696,-0.002047029515592977,-0.23319598940067887,stop,13,-84.3035683593771,81.2979941406229,LONG,-6326.762150480826,993673.2378495191
2026-06-11 12:35:00+05:30,2026-06-11 13:10:00+05:30,1,55570.389125,55420.860892339115,70,2.0,55434.71957223217,55434.71957223217,-10466.97628626207,1068.6627509689572,-11535.639037231027,-0.011609086969269846,-1.2146781649013398,stop,7,-227.4399062500015,29.509312499998487,LONG,-17862.401187711854,982137.5988122881
2026-06-12 13:45:00+05:30,2026-06-12 15:15:00+05:30,1,56325.47628710938,56794.84851855469,70,2.0,56207.42924938885,56325.47628710938,32856.056201171814,1092.1739666314645,31763.88223454035,0.032341580520848436,3.8439740206103648,square_off,18,-52.527068359377154,540.0237128906228,LONG,13901.481046828496,1013901.4810468284
2026-06-17 10:20:00+05:30,2026-06-17 10:25:00+05:30,1,57471.6143125,57457.24640892188,70,2.0,57346.21531976954,57471.6143125,-1005.7532504686969,1105.7858770516932,-2111.53912752039,-0.00208258806895151,-0.2405509328428155,stop,1,-20.262750000001688,85.83490624999831,LONG,11789.941919308105,1011789.9419193082
2026-06-17 11:15:00+05:30,2026-06-17 12:25:00+05:30,1,57628.954418945315,57497.76995378403,70,2.0,57512.14799078173,57512.14799078173,-9182.912561289922,1106.8725695668302,-10289.785130856753,-0.010169882803279915,-1.2584661028666995,stop,14,-131.6536376953154,16.09636230468459,LONG,1500.1567884513515,1001500.1567884514
2026-06-18 09:50:00+05:30,2026-06-18 10:35:00+05:30,1,57855.06171289063,57718.85963621878,70,2.0,57733.292959458646,57733.292959458646,-9534.145367029414,1110.9603493379966,-10645.10571636741,-0.010629160309373768,-1.2488666798267802,stop,9,-154.7101503906306,27.739068359369412,LONG,-9144.948927916059,990855.051072084
