entry_time,exit_time,direction,entry_price,exit_price,quantity,lots,initial_stop,final_stop,gross_pnl,costs,net_pnl,return_pct,r_multiple,exit_reason,bars_held,mae,mfe,side,cum_pnl,equity_after
2026-05-26 09:40:00+05:30,2026-05-26 09:50:00+05:30,1,24074.013058593748,24036.564678996387,150,2.0,24041.372953587103,24041.372953587103,-5617.256939604158,996.3539518955012,-6613.610891499659,-0.0066136108914996595,-1.3508148723077944,stop,2,-38.1126679687477,2.887332031252299,LONG,-6613.610891499659,993386.3891085003
2026-05-26 10:35:00+05:30,2026-05-26 11:20:00+05:30,1,24083.466120703124,24048.629524108917,150,2.0,24053.44021215135,24053.44021215135,-5225.489489130996,996.8139550884875,-6222.303444219484,-0.006263729312622852,-1.3815409745198302,stop,9,-34.565730078124034,6.084660546875966,LONG,-12835.914335719142,987164.0856642808
2026-05-26 12:50:00+05:30,2026-05-26 13:30:00+05:30,-1,23992.89967890625,23997.698258842032,150,2.0,24019.26929878554,23992.89967890625,-719.7869903671744,994.4264309238742,-1714.2134212910487,-0.0017365030253683946,-0.433380895423873,stop,8,-9.10032109374879,33.70046015625121,SHORT,-14550.127757010192,985449.8722429898
2026-05-27 13:20:00+05:30,2026-05-27 13:35:00+05:30,-1,23883.622710546875,23916.116361750108,150,2.0,23911.33409493112,23911.33409493112,-4874.0476804849095,990.2851652307338,-5864.332845715643,-0.005950919484486605,-1.4108119523251912,stop,3,-29.67807070312483,0.0,SHORT,-20414.460602725834,979585.5393972741
2026-05-29 13:10:00+05:30,2026-05-29 14:30:00+05:30,-1,23793.689528906252,23798.448266812033,150,2.0,23821.174870095547,23793.689528906252,-713.8106858670653,986.5617242017349,-1700.3724100688003,-0.0017358079939757143,-0.41243133891096084,stop,16,-9.111252343747765,62.189528906252235,SHORT,-22114.833012794636,977885.1669872054
2026-06-01 13:10:00+05:30,2026-06-01 15:15:00+05:30,-1,23472.654139453127,23381.575770703126,150,2.0,23509.167090541978,23472.654139453127,13661.7553125001,973.2898875976903,12688.46542490241,0.012975414550968874,2.3167059078163206,square_off,25,-27.746251171873155,114.50374882812685,SHORT,-9426.367587892226,990573.6324121078
2026-06-02 12:30:00+05:30,2026-06-02 12:30:00+05:30,-1,23270.09505,23312.542839209767,150,2.0,23307.881262957177,23307.881262957177,-6367.168381465126,966.1263024045687,-7333.294683869694,-0.0074030788261672895,-1.2938219366202062,stop,0,-79.9049500000001,0.0,SHORT,-16759.66227176192,983240.3377282381
2026-06-02 13:15:00+05:30,2026-06-02 14:35:00+05:30,1,23478.94485,23474.24906103,150,2.0,23430.919295871827,23478.94485,-704.3683454998245,973.9503967781174,-1678.318742277942,-0.0017069262497464985,-0.23297579420583156,stop,16,-22.14406874999986,77.65475937500014,LONG,-18437.981014039862,981562.0189859602
2026-06-03 09:35:00+05:30,2026-06-03 11:20:00+05:30,-1,23244.199839453126,23248.848679421015,150,2.0,23307.917245320557,23244.199839453126,-697.3259951833825,964.8681746793421,-1662.1941698627247,-0.0016934173671266514,-0.17391314531553356,stop,21,-55.350941796874395,49.399058203125605,SHORT,-20100.175183902586,979899.8248160974
2026-06-03 12:00:00+05:30,2026-06-03 12:25:00+05:30,-1,23188.61135,23233.184250171187,150,2.0,23228.538542462695,23228.538542462695,-6685.935025678191,962.9227313790279,-7648.857757057219,-0.007805754795897344,-1.2771342511670698,stop,5,-53.03904062500078,36.46095937499922,SHORT,-27749.032940959805,972250.9670590402
