entry_time,exit_time,direction,entry_price,exit_price,quantity,lots,initial_stop,final_stop,gross_pnl,costs,net_pnl,return_pct,r_multiple,exit_reason,bars_held,mae,mfe,side,cum_pnl,equity_after
2011-11-24 00:00:00+05:30,2011-12-01 00:00:00+05:30,-1,8410.446667236329,8854.735745353079,35,1.0,8852.522614699403,8852.522614699403,-15550.117734086243,125.32029390801242,-15675.438027994256,-0.015675438027994256,-1.0131056903522282,stop,5,-623.4029421386713,133.69666723632872,SHORT,-15675.438027994256,984324.5619720058
2011-12-19 00:00:00+05:30,2011-12-21 00:00:00+05:30,-1,8120.2194375,8122.249492359376,35,1.0,8593.452124099793,8120.2194375,-71.05192007815731,122.00300629964998,-193.0549263778073,-0.00019612933968755095,-0.01165569326793061,stop,2,-115.43095312500009,353.8693398437499,SHORT,-15868.492954372063,984131.5070456279
2012-01-25 00:00:00+05:30,2012-02-28 00:00:00+05:30,1,9874.41818286133,10177.405207763672,35,1.0,9473.706017033406,9874.41818286133,10604.545871581986,140.5088967827491,10464.036974799237,0.010632762897930557,0.7461028401185381,supertrend_flip,22,-365.2677922363291,1352.3318171386709,LONG,-5404.4559795728255,994595.5440204272
2012-05-15 00:00:00+05:30,2012-05-28 00:00:00+05:30,-1,9184.153582763673,9632.713815946634,35,1.0,9630.306239386786,9630.306239386786,-15699.608161403648,132.45357496177962,-15832.061736365427,-0.015918090354967714,-1.0138785779351072,stop,9,-532.3464172363274,188.9035827636726,SHORT,-21236.51771593825,978763.4822840617
2012-07-09 00:00:00+05:30,2012-07-24 00:00:00+05:30,1,10597.598932861329,10245.301541373738,35,1.0,10247.86350725055,10247.86350725055,-12330.408702065688,142.08828579204123,-12472.496987857729,-0.012743116405152003,-1.0189332584012383,stop,11,-360.34893286132865,184.95087182617135,LONG,-33709.01470379598,966290.985296204
2012-09-24 00:00:00+05:30,2012-10-05 00:00:00+05:30,1,11362.139629638672,11359.299094731263,35,1.0,10997.638714154908,11362.139629638672,-99.41872175932076,151.84122757735747,-251.25994933667823,-0.00026002514062537565,-0.019695027887120423,stop,8,-1318.540020263672,383.060565673828,LONG,-33960.27465313266,966039.7253468673
2012-12-07 00:00:00+05:30,2013-02-05 00:00:00+05:30,1,12465.515990722657,12462.399611724977,35,1.0,12134.497135840626,12465.515990722657,-109.07326491879758,162.00292780875458,-271.07619272755215,-0.00028060563723734987,-0.023397561690829474,stop,41,-268.3157954101571,495.1343999023429,LONG,-34231.350845860215,965768.6491541398
2013-03-01 00:00:00+05:30,2013-03-06 00:00:00+05:30,-1,11530.166542236328,11865.698423468804,35,1.0,11862.732740283733,11862.732740283733,-11743.615843136686,153.89951547451273,-11897.5153586112,-0.012319218861609907,-1.0221393883138408,stop,3,-373.9838483886724,77.06693286132759,SHORT,-46128.866204471415,953871.1337955286
2013-03-21 00:00:00+05:30,2013-04-11 00:00:00+05:30,-1,11282.828978027344,11285.649685271852,35,1.0,11690.54534311723,11282.828978027344,-98.7247535577626,151.13678811481662,-249.86154167257922,-0.00026194475628836826,-0.01750947914261737,stop,13,-307.7706313476556,394.0789780273444,SHORT,-46378.727746143995,953621.2722538561
2013-04-26 00:00:00+05:30,2013-05-06 00:00:00+05:30,1,12682.469629638674,12225.028748960529,35,1.0,12228.08577040313,12228.08577040313,-16010.430823735069,160.47776818303225,-16170.908591918102,-0.01695736983058131,-1.0168186003490562,stop,5,-494.1698249511737,100.83017504882628,LONG,-62549.6363380621,937450.3636619379
