datetime,equity,exposure
2026-05-25 09:15:00+05:30,1000000.0,0
2026-05-25 09:20:00+05:30,1000000.0,0
2026-05-25 09:25:00+05:30,1000000.0,0
2026-05-25 09:30:00+05:30,1000000.0,0
2026-05-25 09:35:00+05:30,1000000.0,0
2026-05-25 09:40:00+05:30,1000000.0,0
2026-05-25 09:45:00+05:30,1000000.0,0
2026-05-25 09:50:00+05:30,1000000.0,0
2026-05-25 09:55:00+05:30,1000000.0,0
2026-05-25 10:00:00+05:30,1000000.0,0
2026-05-25 10:05:00+05:30,1000000.0,0
2026-05-25 10:10:00+05:30,1000000.0,0
2026-05-25 10:15:00+05:30,1000000.0,0
2026-05-25 10:20:00+05:30,1000000.0,0
2026-05-25 10:25:00+05:30,1000000.0,0
2026-05-25 10:30:00+05:30,1000000.0,0
2026-05-25 10:35:00+05:30,1000000.0,0
2026-05-25 10:40:00+05:30,1000000.0,0
2026-05-25 10:45:00+05:30,1000000.0,0
2026-05-25 10:50:00+05:30,1000000.0,0
2026-05-25 10:55:00+05:30,1000000.0,0
2026-05-25 11:00:00+05:30,1000000.0,0
2026-05-25 11:05:00+05:30,1000000.0,0
2026-05-25 11:10:00+05:30,1000000.0,0
2026-05-25 11:15:00+05:30,1000000.0,0
2026-05-25 11:20:00+05:30,1000000.0,0
2026-05-25 11:25:00+05:30,1000000.0,0
2026-05-25 11:30:00+05:30,1000000.0,0
2026-05-25 11:35:00+05:30,1000000.0,0
2026-05-25 11:40:00+05:30,1000000.0,0
2026-05-25 11:45:00+05:30,1000000.0,0
2026-05-25 11:50:00+05:30,1000000.0,0
2026-05-25 11:55:00+05:30,1000000.0,0
2026-05-25 12:00:00+05:30,1000000.0,0
2026-05-25 12:05:00+05:30,1000000.0,0
2026-05-25 12:10:00+05:30,1000000.0,0
2026-05-25 12:15:00+05:30,1000000.0,0
2026-05-25 12:20:00+05:30,1000000.0,0
2026-05-25 12:25:00+05:30,1000000.0,0
2026-05-25 12:30:00+05:30,1000000.0,0
2026-05-25 12:35:00+05:30,1000000.0,0
2026-05-25 12:40:00+05:30,1000000.0,0
2026-05-25 12:45:00+05:30,1000000.0,0
2026-05-25 12:50:00+05:30,1000000.0,0
2026-05-25 12:55:00+05:30,1000000.0,0
2026-05-25 13:00:00+05:30,1000000.0,0
2026-05-25 13:05:00+05:30,1000000.0,0
2026-05-25 13:10:00+05:30,1000000.0,0
2026-05-25 13:15:00+05:30,1000000.0,0
2026-05-25 13:20:00+05:30,1000000.0,0
2026-05-25 13:25:00+05:30,1000000.0,0
2026-05-25 13:30:00+05:30,1000000.0,0
2026-05-25 13:35:00+05:30,1000000.0,0
2026-05-25 13:40:00+05:30,1000000.0,0
2026-05-25 13:45:00+05:30,1000000.0,0
2026-05-25 13:50:00+05:30,1000000.0,0
2026-05-25 13:55:00+05:30,1000000.0,0
2026-05-25 14:00:00+05:30,1000000.0,0
2026-05-25 14:05:00+05:30,1000000.0,0
2026-05-25 14:10:00+05:30,1000000.0,0
2026-05-25 14:15:00+05:30,1000000.0,0
2026-05-25 14:20:00+05:30,1000000.0,0
2026-05-25 14:25:00+05:30,1000000.0,0
2026-05-25 14:30:00+05:30,1000000.0,0
2026-05-25 14:35:00+05:30,1000000.0,0
2026-05-25 14:40:00+05:30,1000000.0,0
2026-05-25 14:45:00+05:30,1000000.0,0
2026-05-25 14:50:00+05:30,1000000.0,0
2026-05-25 14:55:00+05:30,1000000.0,0
2026-05-25 15:00:00+05:30,1000000.0,0
2026-05-25 15:05:00+05:30,1000000.0,0
2026-05-25 15:10:00+05:30,1000000.0,0
2026-05-25 15:15:00+05:30,1000000.0,0
2026-05-25 15:20:00+05:30,1000000.0,0
2026-05-25 15:25:00+05:30,1000000.0,0
2026-05-26 09:15:00+05:30,1000000.0,0
2026-05-26 09:20:00+05:30,1000000.0,0
2026-05-26 09:25:00+05:30,1000000.0,0
2026-05-26 09:30:00+05:30,1000000.0,0
2026-05-26 09:35:00+05:30,1000000.0,0
2026-05-26 09:40:00+05:30,998069.358223564,1
2026-05-26 09:45:00+05:30,996486.741036064,1
2026-05-26 09:50:00+05:30,993386.3891085003,0
2026-05-26 09:55:00+05:30,993386.3891085003,0
2026-05-26 10:00:00+05:30,993386.3891085003,0
2026-05-26 10:05:00+05:30,993386.3891085003,0
2026-05-26 10:10:00+05:30,993386.3891085003,0
2026-05-26 10:15:00+05:30,993386.3891085003,0
2026-05-26 10:20:00+05:30,993386.3891085003,0
2026-05-26 10:25:00+05:30,993386.3891085003,0
2026-05-26 10:30:00+05:30,993386.3891085003,0
2026-05-26 10:35:00+05:30,993442.6118495581,1
2026-05-26 10:40:00+05:30,991665.1704433081,1
2026-05-26 10:45:00+05:30,991215.1704433081,1
2026-05-26 10:50:00+05:30,992407.5532558081,1
2026-05-26 10:55:00+05:30,991470.0532558081,1
2026-05-26 11:00:00+05:30,992055.1118495581,1
2026-05-26 11:05:00+05:30,991934.9946620581,1
2026-05-26 11:10:00+05:30,991087.7290370581,1
2026-05-26 11:15:00+05:30,990862.7290370581,1
2026-05-26 11:20:00+05:30,987164.0856642808,0
2026-05-26 11:25:00+05:30,987164.0856642808,0
2026-05-26 11:30:00+05:30,987164.0856642808,0
2026-05-26 11:35:00+05:30,987164.0856642808,0
2026-05-26 11:40:00+05:30,987164.0856642808,0
2026-05-26 11:45:00+05:30,987164.0856642808,0
2026-05-26 11:50:00+05:30,987164.0856642808,0
2026-05-26 11:55:00+05:30,987164.0856642808,0
2026-05-26 12:00:00+05:30,987164.0856642808,0
2026-05-26 12:05:00+05:30,987164.0856642808,0
2026-05-26 12:10:00+05:30,987164.0856642808,0
2026-05-26 12:15:00+05:30,987164.0856642808,0
2026-05-26 12:20:00+05:30,987164.0856642808,0
2026-05-26 12:25:00+05:30,987164.0856642808,0
2026-05-26 12:30:00+05:30,987164.0856642808,0
2026-05-26 12:35:00+05:30,987164.0856642808,0
2026-05-26 12:40:00+05:30,987164.0856642808,0
2026-05-26 12:45:00+05:30,987164.0856642808,0
2026-05-26 12:50:00+05:30,985652.9351085013,-1
2026-05-26 12:55:00+05:30,985495.3179210013,-1
