datetime,open,high,low,close,volume
2026-05-25 09:15:00+0530,54605.6484375,54973.69921875,54605.6484375,54938.5,0.0
2026-05-25 09:30:00+0530,54939.3515625,54947.75,54863.25,54913.6015625,0.0
2026-05-25 09:45:00+0530,54918.55078125,54919.5,54825.75,54867.6015625,0.0
2026-05-25 10:00:00+0530,54867.8984375,54962.75,54858.75,54961.1484375,0.0
2026-05-25 10:15:00+0530,54960.1015625,54992.8984375,54936.3515625,54951.1484375,0.0
2026-05-25 10:30:00+0530,54952.19921875,55080.1015625,54952.1484375,55057.3515625,0.0
2026-05-25 10:45:00+0530,55058.5,55083.8515625,55016.8515625,55044.05078125,0.0
2026-05-25 11:00:00+0530,55048.44921875,55092.6484375,55019.05078125,55084.6484375,0.0
2026-05-25 11:15:00+0530,55084.44921875,55088.0,55048.8984375,55082.75,0.0
2026-05-25 11:30:00+0530,55080.75,55113.1015625,55047.30078125,55093.1015625,0.0
2026-05-25 11:45:00+0530,55096.1015625,55121.6015625,55086.6015625,55103.8515625,0.0
2026-05-25 12:00:00+0530,55102.1015625,55102.1015625,54998.30078125,55017.55078125,0.0
2026-05-25 12:15:00+0530,55020.1015625,55050.5,54978.69921875,54982.0,0.0
2026-05-25 12:30:00+0530,54980.44921875,55002.69921875,54962.69921875,54974.30078125,0.0
2026-05-25 12:45:00+0530,54975.1484375,54988.75,54908.6484375,54957.1484375,0.0
2026-05-25 13:00:00+0530,54958.55078125,55038.44921875,54949.30078125,55020.3515625,0.0
2026-05-25 13:15:00+0530,55019.19921875,55034.3515625,55005.94921875,55018.3515625,0.0
2026-05-25 13:30:00+0530,55021.44921875,55026.1015625,54944.05078125,54958.1484375,0.0
2026-05-25 13:45:00+0530,54959.19921875,55019.6015625,54954.30078125,54975.5,0.0
2026-05-25 14:00:00+0530,54979.3984375,55026.25,54973.3984375,54982.55078125,0.0
2026-05-25 14:15:00+0530,54983.0,55013.69921875,54960.19921875,55002.75,0.0
2026-05-25 14:30:00+0530,55002.94921875,55114.69921875,54999.55078125,55107.1484375,0.0
2026-05-25 14:45:00+0530,55104.94921875,55256.6015625,55104.94921875,55240.69921875,0.0
2026-05-25 15:00:00+0530,55247.5,55310.6015625,55234.0,55295.8515625,0.0
